ID;status;About
3908024;contratado;"Back-end developer, tech geek and naturally curious about everything I do not understand yet.
8+ years of experience as a developer, mostly with Python, but I have worked with several other languages such as Scala, Java, JavaScript, Ruby, R and frameworks such as Django, Flask, Node.js and Spring. Using SQL and NoSQL data structures such as SQLite, MySQL, PostgreSQL, MongoDB, DynamoDB and Redis. 
I have an extensive knowledge of AWS solutions: S3, SQS, EMR, RedShift, IAM, KMS, EC2, EMR, Lambda, RDS and DynamoDB.
I have worked with Pandas/NumPy/scikit-learn to process big volumes of data and to create classification models.
I always like to learn more about new technologies/concepts and new solutions that are being created.
Feel free to contact me."
3820238;contratado;"Desenvolvedor full stack.

Conhecimentos: Aspnet, entityframework, c#, sql, jquery, JavaScript, Css, html, bootstrap, scrum e WordPress."
2834996;contratado;Professional with more than a decade of experience and excellent interdisciplinary ability, performing development/design of sites using the languages??/tools described in this summary to achieve the best usability and navigability, applying all knowledge in Information Architecture, User Experience (UX), A/B Tests and Project Management searching for the best final product. 
4322309;contratado;Atuou no planejamento de roteiros de testes, Modelagem de suíte de testes via ferramenta Application Lifecycle Management (ALM) e (ALM Octane), execução de testes funcionais manuais e automatizados em Appium, Selenium e Cypress com Cucumber/Ruby, Analise de API em Postman, Testes de Carga e stress com Jmeter, participação de metodologia agil (Scrum) – Sala ágeis, Contato direto com Stakeholders para alinhamento da Squad
4031428;contratado;"•	Desenvolvimento em Java, Spring Boot, Spring Date, JPA, H2, Postgres, Security, ColdFusion, PHP, ASP Clássico.
•	Experiência em acompanhamento de atividades, distribuição de demandas e controle de versionamento
•	Backup de servidores
•	SQL com os bancos de dados: SQL Server e PLSQL: Oracle
•	Implantação de sistemas
•	Levantamento de requisitos junto ao cliente
•	Monitoramento, acompanhamento, feedback e treinamento para operadores de telemarketing
•	Técnico em Redes com ênfase em informatica 
•	Alocação em diversos clientes: Ecovias, Sul America, Zurich Seguros, Concentrix, Multilog
•	Aberto a aprender novas metodologias e tecnologias de desenvolvimento
•	Facilidade para trabalho em equipe e auto organização"
4286069;contratado;"Líder de projetos ágeis e de inovação com excelente experiência em gestão de equipes multidisciplinares e times ágeis, desde a concepção de novos produtos aplicando técnicas de Lean Inception e Design Thinking, até o lançamento no mercado.

Agile Coach das Squads, atuando junto aos agilistas para disseminar e aplicar as boas praticas nas cerimonias do Scrum: Daily Meeting, Planning, Grooming, Review e Retrospective e aumentar a percepção de valor dos times na adoção do framework ágil.

Gestão ágil aplicando técnicas de Management 3.0 para potencializar os resultados da equipe e manter o time motivado e engajado. Valorizando as pessoas, incentivando a auto gestão, desenvolvendo competências e alinhando restrições. Profissional certificado Management 3.0 pela Happy Melly.

Gestão de metas e objetivos por OKR, realizando o desdobramento tático e operacional das estratégias corporativas;"
3750497;contratado;"I'm a responsible professional who prioritizes results, meritocracy and flexibility, and matter of making a difference. 

IMPORTANT:
What moves me is having the opportunity for learning and growth.

I have a degree in HR Management and Analysis and Systems development.

For years I dedicated myself to HR and DP in accounting offices and companies specialized, but now the goal is another: build a career like software developer. 

Say ""hello"" e let's talk! :)

My codes: https://github.com/costacarol"
4428955;contratado;"Desenvolvedor Front-end formado pelo Centro Universitário de Lins/SP - UNILINS. Há sete anos atuando na área de desenvolvimento com foco em Experiência de Usuário e Design de Interfaces web.

Com a experiência adquirida com o decorrer dos anos, contribui em projetos de grande porte, tais como, grandes E-commerces utilizando VTEX + React, aplicações web complexas utilizando como base o Javascript e seus principais frameworks e integrações com o back-end através de API REST e GraphQL."
3476790;contratado;Software / Solutions Architect, Team Leader, Full Stack Developer in Python, .NET Core and Java, Scrum Master
4428165;contratado;Desenvolvedor Java com dois anos de experiência. Trabalhei em empresas de outsourcing e do mercado financeiro. Tenho interesse em desenvolvimento em nuvem, especialmente nos recursos da AWS, cultura DevOps, metodologias ágeis e desenvolvimento de produto.
3773454;contratado;"JavaScript | TypeScript | React Native | React.JS | Node.JS | MongoDB

I'm a technology enthusiast! ????

In love with programming since i was 12yo~

Github: https://github.com/daanielcruz ????
More details: https://danielcruz.dev.br "
4302973;contratado;Atualmente trabalho no mercado de tecnologia como Desenvolvedor Salesforce. Possuo inglês intermediário, facilidade de aprender novos assuntos e tecnologias. Busco me desenvolver na área de Salesforce e me tornar um especialista.
3827039;contratado;"Results-driven senior software engineer with eight years of experience in backend and frontend debugging, feature development and code reviewing. I also have experience in leading small engineering teams to achieve concrete goals.

* Seeking for remote positions only."
3619531;contratado;"I am a skilled DevOps/Cloud Engineer, with strong knowledge in CI Servers like Jenkins and development of any kind of automation pipeline, integration between on-premisse and Cloud Environments.

20+ years of experience in system analysis, middleware, troubleshooting and managing customer applications.

Specialties: Oracle Cloud, Amazon Webservices(AWS), Elastic Stack (Elasticsearch, Logstash, Beats and Kibana), CI/CD Pipelines, Jenkins, ArgoCD, Docker, Kubernetes and Openshift

Solid knowledge in the Oracle Fusion Middleware infrastructure in versions 11g and 12c. 

Planning and execution of installations of Oracle SOA Suite products, Business Analysis Management, Business Processs Management Suite, Service Bus, Data Integrator, Service Registry, Enterprise Repository, Traffic Director, HTTP Server and Enterprise Management Cloud Control, both in On Premise environments with Linux , Solaris and AIX with high availability, as in the Oracle Cloud itself."
3634423;contratado;"Especialista em qualidade de software e automação de testes, aplicando-se ao framework Scrum e Kanban. Vivência em testes automatizados e implementações de esteiras de qualidade/mvp’s.

Skills: Java | Selenium | Cucumber | JUnit | Rest-assured | BDD (Gherkin) | TDD | SLDC | Git | GitHub | Jenkins | Appium | Maven | Jira | Zephyr | Jmeter | Httparty | Javascripy | CD/CI | Postman | Jmeter | SQL | AWS | Mongo DB | RabbitMQ | Kibana | Google Cloud | DbaaS | Salesforce."
2892780;contratado;"Large experience on software development, database systems and system analysis. I love solving challenges, learning new things and sharing knowledge.

I have been working mainly with these technologies:

Java EE / NodeJS on backend.
Spring-boot.
Scrum.
Activiti BPM, Camunda BPM, Elasticsearch and Titan open source projects.
Tests with Junit, Rest-assured and Arquillian.
Git / Gitlab, Jenkins, Nexus, Maven.
RabbitMQ message broker.
Docker containers.
Jboss/Wildfly.
Keycloak.
Frontend using Quasar / VueJS framework.
Oracle, MySQL, SQL Server database systems.
SQL expert PL/SQL, T-SQL
Nginx.
BPMN notations.
Shell Script."
2902261;contratado;"Mais de 17 anos de experiência em desenvolvimento de software utilizando tecnologias java.

Experiência com diversos frameworks, spring framework (spring boot e outras stacks do projeto), jpa 2 com hibernate, jdbc, maven, gradle, primefaces, struts, ejb, html, css, web design responsivo, javascript, testes de unidade e tdd, eclipse ide e intellij idea, git, github, docker e api rest.

Nesse tempo já trabalhei com diversos servidores e banco de dados, assim como também algumas ferramentas como azure devops, jira, jenkins entre outras.

Procuro sempre trabalhar em equipe, cooperando com todos e ajudando da melhor maneira possível, com grande satisfação em ensinar e aprender qualquer conhecimento.

Encaro todo desafio como uma grande oportunidade para desenvolver ainda mais meus conhecimentos e sempre conquisto resultados positivos em relação ao conhecimento adquirido e à realização sucedida."
3861675;contratado;"I am a ux designer with 8 years of experience. I am passionate about user-centered design, accessibility and creating usable, dynamic and beautiful experiences.

I consider design as a cornerstone at any stage of life.

You can always improve an experience."
3521035;contratado;"I have more than 15 years of experience in IT, vast experience in team development, working with training routines, helping in the formation of high performance professionals segmenting the study for certifications; I consider my profile innovative, as I am always looking for the best solution and to automate as many day-to-day tasks as possible, with a dynamic, attentive and effective work performance, with ease of communicating in a coherent way for the benefit of design goals, ingenious learning logic, I always value growing projects and departments to better leverage my vast experience in creating improvement indicators, expertise in architecting and planning highly scalable performing environments, defining process flows and strong commitment to deliverables . I have technical skills and mastery of open source operating systems (Gnu/Linux) Debian and RedHat families, in highly complex and mission-critical environments, such as data centers, large and medium-sized companies from different market niches, working heavily with IaaS configuration, PaaS on the main global cloud platforms (AWS, Google Cloud, Azure, DigitalOcean and Oracle Cloud) always thinking about the development of Ias with a strong emphasis on automation using mainly tools such as Terraform, Puppet, SaltStack and Ansible, skills in configuring virtualizers (Exsi Vmware, Xenserver and KVM), web servers (Nginx, Apache), full domain configure Docker containers in cluster managed by Swarm, Kubernetes, Openshift knowledge of microservices architecture, SOA and REST protocols, knowledge of service bus, api manager(WSO2 , Kong) with service bus and api manager, solid experience and knowledge of sis security standards and standards web themes, skills in the automation process in terms of Integration and Continuous Delivery, using tools like Jenkins, Go-CD, knowledge in monitoring with market APM's like New Relic and Dynatrace, log control with ELK stack, Prometheus, Grafana, skills web development skills with Java(spring), PHP (Laravel), Ruby(Rails), Python(Django and Flask) and NodeJS, knowledge for installing Sql and NoSQL databases, strong knowledge of agile methodologies and DevOps culture, extensive experience in leading distributed teams. Extensive experience in team development, working with training routines, forming high performance professionals segmenting the study for certifications;"
4402041;contratado;Sou um profissional com mais de 10 anos de experiência no mercado de Tecnologia da Informação. Sólidos conhecimentos e experiência em gestão de processos de TI (Incidentes, Problemas, Implantações, Infraestrutura e SLA), terceirização, administração de recursos, gestão de custos, contratos, planejamento estratégico de TI.
3111655;contratado;Experience in various business areas and with fast learning. With compromise to talk with various areas, sharing knowledge and applying the best software practices, I help to improve since the conception until the final product. I'm versatile and focused into continuous learning to provide quality and to aggregate value with simplicity and agility in the final product.
4230115;contratado;Em 10 anos de experiência no mercado de Virtualização de Servidores, Domain Controllers Windows, Domain Controllers Linux, Zabbix, GLPI Personalizado, Firewall PF Sense, Nuvem de Servidores criado internamente com as tecnologias Proxmox e Hyper-V, Backup Criptografado com Bacula, Servidor de Email com Zimbra, acumulei muito conhecimento prático em gestão de TI, Infrastrutura, Segurança e Automação que podem melhorar seu negócio e deixar seu ambiente mais rapido e eficaz conte comigo!
4454029;contratado;"Profissional com mais de 14 anos de experiência na área de infraestrutura, suporte e configuração voltados para a tecnologia Linux, Windows, Unix, virtualização, Coordenação e gerente. 

Vivência como Instrutor e Auditora de Gerência de configuração, com participação em auditorias
internas e externas para avaliação da maturidade de integração continua e de processos de software baseados no CMMI. "
2889914;contratado;"?? A technology enthusiast working with satisfaction for doing what I love and believe. ??

? +15 years working in large-scale platform and distributed systems
? +6 years working with Cloud (Amazon AWS)
? Experience in managing and securing Distributed and Parallel Systems
? Excellent programming skills in Perl, Python, Shell Script and PHP
?  Strong experience in creating, managing and securing MTA servers such as Qmail, Sendmail, Postfix and Exchange Server
? Excellent Research and Troubleshooting Skills

Website:
? https://eazevedoaws.wordpress.com

Github
? https://github.com/eazeved0"
4094821;contratado;Profissional dedicado e atencioso, estou à disposição para novos aprendizados. Tenho bom relacionamento interpessoal, dinâmico, flexibilidade e estou preparado para o desafio de novas funções e atividades. Procuro estar sempre atualizado para meu aprimoramento pessoal e profissional. Gosto de atuar com pessoas e soluções de problema ou melhorias em processos
3814998;contratado;"Specialist in systems integrations, process automation and backend development. Architecture definition and software development with microservices/serveless, monitoring, metrics and dashboards. Use of TDD/BDD techniques, pipeline configuration to run CI/CD mats, use of SVN and GIT repository (Github, Gitlab, Bitbucket).
I have also worked on several middleware projects with service-oriented architecture and use of tools such as service bus (ESB), BPM/SOA suites, identity management (authentication, authorization and SSO) and messaging.
Main technologies used over the years are: Java/JEE, Spring Framework (Spring MVC, Spring Boot, Spring Data, Spring Cloud and Spring Security), Oracle Fusion Middleware, WSO2 Middleware, and some application servers such as Oracle (Weblogic), RedHat (JBoss EAP and Wildfly) and Apache (Tomcat). To complement the knowledge in the development of the backends, I already had some experiences with Quarkus and Kotlin, and some other tools to complete this development stack, such as New Realic, Splunk, Keycloack, flyway and some GCP and AWS cloud services."
4082717;contratado;"I am a software developer with emphasis on web development and passionate about it, always aiming to satisfy both my personal and professional growth, keeping in mind the company's strategic objectives. 

I worked with development using the following stacks:
Javascript
Typescript 
React.js
Material-UI
Vue.js
Redux
Next.js
Gatsby.js
Graphql 
PHP (WordPress/Woocommerce) 
HTML5
CSS3
Sass
Cypress
Jest
Amazon AWS
Strapi
TinnaCMS


I'm also interested in development with languages ??like Python and C and I'm still studying to be able to work with new techs in the market."
4269749;contratado;"Over the last 15 years, I have worked as a developer, systems analyst, project manager, consultant, product manager, coordinator (support, deployment, infrastructure, development) and IT manager.
I participated in several projects, among them, infrastructure and deployment, maintenance of existing systems, development of new systems and innovation, always seeking the commitment of the team, the achievement of the planned results and the reuse, optimizing team performance.
Experience in team management, processes (ISO, CMMI), projects (SCRUM, PMBOOK), infrastructure (matrix and subsidiaries), relationship and negotiation with suppliers and clients, strategic and budget planning, budget control, reporting information to management and clients, as well as project monitoring. 
Creativity to find solutions to the problems that arise in the course of the day according to the criticality and urgency, investing effort and time in an appropriate way."
4018214;contratado;"I'm a product designer based in Florianópolis, Brazil with 8 years of experience in delivering end-to-end projects for products and services. I enjoy connecting people and business through design – across my career, I've worked in companies of different market segments, from 10 to 5,000 employees – and worked on projects for various types of technology, systems, interactions, and implementations.

I have experience working in workshop facilitations, co-creation sessions, user research, benchmarking, customer journey mapping, personas, designing user flows, wireframes, building prototypes, and design systems. In addition, I can structure processes and design governance, and support and mentor other teams and juniors. Also, I have experience and affinity with agile methodologies and the design thinking mindset. Currently at Vijilan.

I understand that tools are complementary to the design process and easy to learn. The ones I'm most familiar working with are:

• Figma
• Miro
• Adobe products
• Hotjar
• Mouseflow
• Maze
• Mindmeister
• Airtable"
3997590;contratado;"I'm a Full Stack developer with a focus on the Backend and I have experience with frontend, mobile, and cloud using AWS.

I've worked with different technologies, frameworks and methodologies. I'm an adaptable person and I learn faster.

Backend experiences:
My main programs language are Python, Javascript and Typescript. I developed APIs using Golang in my last job.
I've experience using Flask and Django/Django Rest Framework (DRF) for Python APIs and AWS Lambda Functions using Python, JavaScript, Typescript and Golang.
I've used Docker in my workspace for all applications.

In my past experiences, I've worked with distributed systems using queue and messager like SQS, RabbitMQ and Kafka.

Frontend experiences:
I have great experience working with ReactJS with both Javascript and Typescript. In my last job I was responsible for the micro frontend development.

Cloud experiences:
I had contact with different platforms but my speciality is AWS. I've worked with Lambda Functions, Cloudwatch, API Gateway, EC2, S3, SQS and SNS.

DevOps:
To automate  integration and deployment process (CD/CD), I've worked with Github and Gitlab actions. I can automate my tests and I am open to code review.
In my last experience I had the opportunity to use Terraform to create my infrastructure as a code."
4383505;contratado;"Minhas áreas de interesse são Desenvolvimento Web e Inteligência Artificial.

Já trabalhei com as linguagens de programação Python, Javascript e PHP, usando os frameworks Flask, NodeJS, Laravel. Utilizei Airflow para fazer agendamento de jobs. Tenho experiência com ferramentas como Git, Docker, Docker-compose, AWS, MySQL, Postgres e MongoDB."
4136546;contratado;"Desenvolvedor Java FullStack. 
Trabalho com diversas tecnologias e fazendo proveito de todo recursos que cada uma delas me proporciona. Gosto do que faço e me divirto fazendo o que gosto :-)"
4060904;contratado;Desenvolvedor Full Stack com experiência em desenvolvimento Java, ReactJS e suporte de Sistemas de Informação Geográfica (SIG). Estou estudando Java para certificação e aspiro uma carreira como arquiteto de softwares.
4050154;contratado;"I can, you can, we can to CHANGE the WORLD for the better.

Believe! "
4256775;contratado;Engenheiro de produção, agilista e gestor de produtos. Desde 2020 atuo na liderança de projetos na área de tecnologia, participei do desenvolvimento de soluções em produtos digitais de logística e segurança da informação, e atualmente em produtos de gestão financeira e investimentos.
3842359;contratado;"I'm graduated in System Analysis and Development. I have experience in fullstack web development, OOP and functional programming, as well as relational databases. I give support to Node.js projects and REST APIs of enterprise level that include modern and legacy development techniques and patterns.
I'm currently working on frontend and mobile development using ReactJs and React Native.

Portfolio:
• https://gustavokuze.com.br

Open Source Codes:
• https://github.com/Gustavo-Kuze"
4317190;contratado;"Estudante de Análise e Desenvolvimento de Sistemas. 
Migrando de área da Química para a área da Tecnologia.
Atualmente Desenvolvedor Java Jr. na empresa NTConsult.

Portfólio com alguns projetos que executei por iniciativa própria:
https://milhouses.github.io/certificard/"
3853082;contratado;Backend developer, working with web based applications focused on e-commerces, money loans, logistics and tourism using Python programming language and its frameworks.
4013006;contratado;Experienced Business Intelligence Consultant with a demonstrated history of working in the information technology and services industry. Skilled in Oracle Business Intelligence, Microstrategy, Cognos, Debian, Vertica, Extract, Transform, Load (ETL), and Databases. Strong professional  focused in Oracle Business Intelligence
3814229;contratado;Sempre buscando conhecimento e novas experiências profissionais e inovadoras, proativo e dinâmico. Procurando está sempre realizando boas práticas dentro da organização e compartilhar com a equipe os pontos positivos e negativos que pude vivenciar,  assim realizando trocas de conhecimentos. Busco trazer benefícios e novas ideias para a empresa, para que possamos está em constante crescimento.
3995963;contratado;"Just saying that I am a software developer leaves out many important features. I am above all curious and expert in studying.

On my professional side, as I've been through projects in both the public and private sectors I've gained experience developing systems of varying sizes and technologies, from internally used applications to high-traffic software.
Because I have the privilege of working with what I love, I am constantly improving my knowledge, whether through simple activities such as solving algorithm problems or studying new technologies such as Cloud services. In addition I have a postgraduate degree (2 year course) in Agile Project Management and experience as a technical leader.

My current focus is working on the JavaScript/TypeScript ecosystem (React/Angular and Node.js), and I'm currently splitting my free time between studying NestJS, and teaching programming voluntarily.
Feel free to contact me here, or by personal email: icarodebarros@gmail.com"
3871525;contratado;Ildo Ramos Vieira possui graduação em Ciência da Computação pela Universidade Federal do Ceará - UFC (2013). Mestrado em ciência da Computação na área de Sistemas de Informação Distribuídas e Redes pela Universidade Federal do Ceará(2014-2016). Doutorando em Engenharia de Tele-Informática pela Universidade Federal do Ceará. Ele foi aluno de Iniciação Científica na área de Redes de Computadores no Grupo de Redes de Computadores, Engenharia de Software e Sistemas da UFC (GREat-UFC) durante três anos (2011-2013). Atuando no mercado como analista de sistemas na área de automação industriais e residenciais para Internet das Coisas.Tem experiência na área da computação, atuando principalmente nos seguintes temas: redes de sensores sem fio e Internet das Coisas e Inteligencia Artificial. Foi professor de curso de Sistemas de Informação no Centro Universitário Católica Rainha do Sertão e foi coordenador do grupo de estudo e pesquisas em Automação, Robótica e Internet das Coisas (2017-2018). Atualmente, Professor auxiliar I de curso de Análise e Desenvolvimento de Sistemas, Ciência da Computação e Redes na Faculdade Estácio do Ceará e membro de comitê institucional de pesquisa. E como Desenvolvedor de sistemas, possui experiências profissionais com conhecimento em Linguagens : Java e Java Web e Frameworks como: JPA, JSF, Hibernate, Struts spring e spring boot e data, etc., C/C++, HTML, CSS , Javascript, JQuery , Python, PHP, Android e React Native. Além de Banco de Dados: Postgres e MySql. 
4316123;contratado;"Em 2022 iniciei minha transição de carreira para área da tecnologia, sou formada como Bacharel em hotelaria e MBA em marketing digital e gestão comercial com mais de 10 anos de experiência em hotelaria com foco em atendimento e suporte ao cliente, na área de vendas e comercial.

Estou adquirindo conhecimentos e experiência na área de desenvolvimento Front-end com foco nas seguintes tecnologias: HTML, CSS, JavaScript e React.

Juntamente com o meu programa de formação FormaNT, na NTConsult também estou realizando um curso de Pós Graduação em Gestão da Tecnologia da Informação."
3932144;contratado;"Sou entusiasta da cultura DevOps e trabalho como engenheiro de DevOps especializado em ambientes de orquestração de contêineres e infraestrutura em nuvem. Tenho mais de 10 anos de experiência substancial em TI e trabalho em projetos de DevOps com CI / CD, Infra como código, Gerenciamento de configuração, gerenciados por metodologias ágeis (Scrum e Kanban).
Tenho conhecimento avançado e confiável nos Cloud providers(AWS, GCP, Azure, Digital Ocean), Programming Language(Python), Operating System(Ubuntu, CentOS, RHEL, Debian), Web Server(Nginx, Apache, Tomcat), Service Mesh(Istio, Consul), Tools CI/CD(Gitlab CI, Jenkins, GitHub Actions, Circle CI), Containers(Docker), Configuration Management(Ansible), Container Orchestration(Kubernetes) infrastructure Provisioning(Terraform), infrastructure Monitoring(Prometheus, Grafana, Zabbix), Application Monitoring(Jaeger, New Relic), Logs Management(Elastic Stack, Graylog). Possuo conhecimento em banco de dados clusterizado (Cassandra).
Também sou programador em  algumas linguagens como JavaScript, Python, GO e Shell Script."
4319823;contratado;"Sou graduando em Análise e Desenvolvimento de Sistemas e possuo grande interesse por desenvolvimento de software e em resolver problemas relacionados dos mesmos.

Estou sempre procurando aprender uma nova tecnologia e as que estou aprendendo no momento são AdonisJS e SCSS.

Tenho conhecimentos intermediários nas tecnologias: HTML, CSS, Javascript, ReactJS, VueJS, Postgres SQL, Typescript, Git e Python.

Realizei um intercâmbio de quatro anos na Irlanda, possuo inglês fluente e, além do aprendizado da língua inglesa, trabalhei em diversos tipos de setores no país.

---------

I am student of System Analysis and Development and I like to develop softwares and to solve problems related to software development.

I am always trying to learn a new tecnology, the ones at the moment are AdonisJS and SCSS.

I have an intermediate experience in the following tecnologies: HTML, CSS, Javascript, ReactJS, VueJS, Postgres SQL, Typescript, Git and Python.

I have lived four years in Ireland, I am fluent in the English language and, beyond the learningng of the english language, I have worked in a variation of roles in the country."
4265052;contratado;"Hi, I'm Jardeson Santos, call me by Jardo =] 

I work in the area of ??Software Testing and Quality, with experience in educational, e-commerce and banking/financial projects.
 

My main activities are:

- Deploy/ensure quality standards for the product development process with a focus on automation of functional tests on WEB, API and Mobile platforms, using best practices of organization and development of test scripts;
- Participation in all Scrum methodology meetings (Daily, Planning, Refinement, Review and Retrospective) and Kanban methodology;
- Create and manage bug reports;
- Prepare and monitor the approval of the product with the technology team;
- Check the requirements so that they are in accordance with the user's needs.

My Top Tech Tools:

Front-end(Selenium WebDriver, Cucumber, JUnit, AXE Selenium, Puppeteer, Jest)

Layout - UI - (Galen Framework, TestNG)

Backend(Postman, REST-Assured, Cucumber, JUnit)
(RobotFramework)

Mobile(Appium, Cucumber, JUnit, Android Studio, VScode.)

Languages: Java, JavaScript, Python.

Project Management Tools (Jira)

Continuous Integration and Continuous Delivery - DevOps CI CD ( Jenkins, GitHub Actions, GitLab CI, Docker, AWS EC2, BrowserStack, GIT and Maven)."
3892237;contratado;Profissional da área de tecnologia desde 2002, com grande experiência relacionada a entrega de soluções, seja como Desenvolvedor, Analista, Gerente de Projeto ou Operações. Sou formado em Licenciatura da Computação e isto me fez cultivar raízes pedagógicas, que facilitaram muito minha relação e empatia com as pessoas, além disso, sou pós graduado em Gestão de Projetos pela Fundação Getúlio Vargas, formação esta, que complementa meu background técnico, tornando parte fundamental e o grande diferencial para o papel que exerço hoje ligado a Novos Negócios e Estratégia.
3629950;contratado;"Desenvolvedor Java

Em busca de oportunidades que possam me instruir de forma crescente e contínua, colaborando para o desenvolvimento e melhoria de meus conhecimentos, visando sempre o crescimento entre minha pessoa e a empresa.

Site pessoal: https://jonathanphilipe.com.br"
